"","X...Data","T.min....c.","T.media....c.","T.max....c.","Pioggia..mm.","Punto.rugiada....c.","Umidit......","Vento.media..km.h.","Ventomax..km.h.","Raffica..km.h.","Pressione.slm..mb.","Pressione.media..mb."
"681","20/12/2004",3.2,5.2,7.2,6.1,-1.7,61,18,34,0,1010,980
"682","21/12/2004",0.8,2.7,5.6,0,-8.3,44,11,18,0,1020,989
"683","22/12/2004",-1.2,1.4,5.4,0,-6.9,54,2,8,0,1022,991
"684","23/12/2004",-6.4,0.3,5.8,0,-5.2,66,0,0,0,1022,991
"685","24/12/2004",1.4,4.1,7.2,10,0.6,78,0,0,0,1018,988
"686","25/12/2004",5.2,8.1,11.2,10,6.1,87,6,13,0,1012,982
"687","26/12/2004",7,8.7,10.6,22.9,6.3,85,7,17,0,997,968
"688","27/12/2004",6.8,7.8,9,20.8,4.6,80,14,24,0,1004,974
"689","28/12/2004",4.6,6.6,8.6,0.8,3.3,79,3,11,0,1011,980
"690","29/12/2004",5,6.9,9.2,0.5,0.2,62,15,41,0,1011,981
"691","30/12/2004",3.4,5.9,8.8,0,-5.4,44,19,29,0,1026,995
"692","31/12/2004",2,4.6,9,0,-5.4,48,7,11,0,1026,996
"693","01/01/2005",-3.8,1.5,8.4,0,-4.8,63,0,0,0,1026,995
"694","02/01/2005",-3.4,1.9,8.2,0,-1.5,78,2,8,0,1026,995
"695","03/01/2005",-1.8,3.3,10.8,0,-3.3,62,2,9,0,1029,998
"696","04/01/2005",-4,1.8,9.4,0,-0.8,83,2,8,0,1035,1004
"697","05/01/2005",2.8,5.8,8.4,0,3.6,86,3,13,0,1034,1003
"698","06/01/2005",1,6.8,11,0,4.3,84,6,13,0,1032,1001
"699","07/01/2005",-1.6,1.3,6.2,0,0.8,96,0,0,0,1038,1006
"700","08/01/2005",-2,3.6,9.2,0,1.7,87,0,4,0,1036,1005
"701","09/01/2005",5.4,7.6,10.6,0,4.3,80,6,9,0,1034,1003
"702","10/01/2005",6.8,8,9.2,0,6.3,89,0,0,0,1035,1004
"703","11/01/2005",5.2,6.9,9.2,0,5.1,88,0,0,0,1033,1002
"704","12/01/2005",4,7.4,10.8,0,4.5,82,2,8,0,1030,1000
"705","13/01/2005",3,5.1,9.2,0,3.6,90,0,0,0,1027,996
"706","14/01/2005",1,3,5,0,1.6,90,0,0,0,1027,996
"707","15/01/2005",-2.8,2.7,9,0,-2.4,69,1,5,0,1029,998
"708","16/01/2005",-1.4,3.4,7.4,0,-5.4,52,4,13,0,1030,999
"709","17/01/2005",-3.8,1.7,8.6,0,-6.1,56,3,13,0,1028,997
"710","18/01/2005",-5.8,-0.6,7,10,-3.1,83,3,15,0,1017,986
"711","19/01/2005",2.8,5.1,6.4,14.5,-0.6,67,14,21,0,1003,973
"712","20/01/2005",2.2,5.8,10,0,-6.6,40,4,11,0,1016,985
"713","21/01/2005",-1,3.5,9,0,-1,72,0,0,0,1010,979
"714","22/01/2005",-1.6,3.5,10.4,0,-2.5,65,4,11,0,1011,981
"715","23/01/2005",-4.2,-0.2,4.2,4.1,-3.7,77,1,9,0,1017,986
"716","24/01/2005",0.4,2.8,6.2,2,-3.8,62,7,13,0,1007,977
"717","25/01/2005",0.8,1.6,2.4,0,-6,57,12,17,0,1003,972
"718","26/01/2005",-0.4,0.6,2,0,-6,61,11,18,0,1001,970
"719","27/01/2005",-0.8,0.7,3.6,0,-6.4,59,9,17,0,1005,975
"720","28/01/2005",-1.4,-0.6,1,0.8,-5.4,70,4,11,0,1008,977
"721","29/01/2005",-2.2,-0.2,2.4,0,-7.7,57,14,26,0,1008,977
"722","30/01/2005",-0.6,1.1,3.6,0,-9.1,46,18,26,0,1019,988
"723","31/01/2005",-3,0.9,7.6,0,-10.3,43,2,5,0,1023,992
"724","01/02/2005",-4.8,0.7,5.4,0,-3.7,72,2,11,0,1016,986
"725","02/02/2005",-3.4,1.6,8.4,0,-6.4,55,2,8,0,1022,992
"726","03/02/2005",-5.2,0.9,9,0,-3.8,71,1,5,0,1023,992
"727","04/02/2005",-3.4,1.8,7.4,0,-4.9,61,5,13,0,1029,998
"728","05/02/2005",-3.6,1.2,5.6,0,-8.7,48,3,9,0,1028,997
"729","06/02/2005",-4.8,0.4,6.4,0,-8.4,52,2,9,0,1029,998
"730","07/02/2005",-5.2,0.4,7.4,0,-6.9,58,2,9,0,1031,999
"731","08/02/2005",-0.6,3.3,8.2,0,-4.8,55,5,9,0,1033,1002
"732","09/02/2005",-0.6,3.6,8.6,0,-5.6,51,8,18,0,1032,1001
"733","10/02/2005",-5.2,1.9,10,0,-10,41,1,5,0,1034,1002
"734","11/02/2005",-4.2,1.6,9.6,0,-3.8,67,0,4,0,1031,1000
"735","12/02/2005",-1.2,5.7,13,0,1.7,75,4,17,0,1021,991
"736","13/02/2005",6,9.4,14.6,10,3.8,68,14,22,0,1002,972
"737","14/02/2005",0.4,4.6,8.4,0.5,-1.4,65,11,26,0,994,964
"738","15/02/2005",2.4,4.7,7.4,0,-8.5,38,12,22,0,996,966
"739","16/02/2005",-0.4,2.3,5.2,0,-6.1,54,6,13,0,1003,973
"740","17/02/2005",1.6,3.7,5.8,0,-5.1,52,13,21,0,1010,980
"741","18/02/2005",-0.6,3.7,8.2,0,-4.9,53,6,15,0,1016,985
"742","19/02/2005",-6.4,1.2,8.4,10,-5.3,62,2,8,0,1012,981
"743","20/02/2005",3,4.3,7,0,0.5,76,4,17,0,1002,972
"744","21/02/2005",-5.6,2.2,10,39.9,0.7,90,9,17,0,1000,970
"745","22/02/2005",-2,0.8,7.8,1,-1,88,3,11,0,1003,973
"746","23/02/2005",-1.8,-0.6,0.8,10.9,-1.4,94,4,21,0,1006,975
"747","24/02/2005",-2.4,1.4,6.2,94,-1.4,82,0,0,0,1013,982
"748","25/02/2005",0.8,3,7.6,1,-0.8,76,0,0,0,1011,980
"749","26/02/2005",-1.4,1.8,6.2,1,-3.4,68,5,15,0,1008,977
"750","27/02/2005",-2,0.8,5.8,1,-4.4,68,6,18,0,1004,973
"751","28/02/2005",-3.6,-0.8,2,0,-9.9,50,14,22,0,1010,979
"752","01/03/2005",-5,-3.3,-0.4,0,-14.8,40,16,26,0,1013,982
"753","02/03/2005",-10,-3.1,4.2,0,-14.3,42,0,0,0,1011,980
"754","03/03/2005",-5,-1,2.2,51.1,-4.1,79,1,5,0,1012,981
"755","04/03/2005",-1.2,2.5,6.2,3.6,0.5,87,0,0,0,1008,978
"756","05/03/2005",0.4,3.2,6.6,0,-2.2,68,1,5,0,1003,972
"757","06/03/2005",1.8,3.7,7.4,0,-6.6,47,8,15,0,1006,976
"758","07/03/2005",-1,1.8,5.4,0,-9.9,41,9,17,0,1013,983
"759","08/03/2005",-6.6,0.6,8.2,0,-10.4,43,2,9,0,1019,988
"760","09/03/2005",-3.8,2.2,10.6,10,-2.4,72,2,11,0,1022,991
"761","10/03/2005",-2,4.6,12.8,0,-3.8,54,2,15,0,1022,991
"762","11/03/2005",-4.6,4.3,12.2,0,-2.7,60,9,22,0,1022,991
"763","12/03/2005",4.4,7.8,14.8,10,1.9,66,18,28,0,1012,982
"764","13/03/2005",-0.4,6.9,15.4,10,1.4,68,9,28,0,1011,981
"765","14/03/2005",-0.4,7.3,14.4,0,2.1,69,3,11,0,1020,989
"766","15/03/2005",2.8,9.5,16.2,0,2.1,60,1,8,0,1025,995
"767","16/03/2005",0.4,10.2,20.2,0,0.4,51,1,5,0,1031,1000
"768","17/03/2005",1.2,11.5,21.2,0,2.3,53,3,9,0,1032,1001
"769","18/03/2005",1.2,10.4,19.6,0,0.9,52,4,15,0,1030,999
"770","19/03/2005",1.8,9.7,18.6,0,5.3,74,3,15,0,1024,994
"771","20/03/2005",5.8,11.3,18.2,0,5.9,69,3,11,0,1019,989
"772","21/03/2005",6,11.6,18.4,0,6,68,2,8,0,1017,988
"773","22/03/2005",3.6,11.6,19,0,4.2,60,3,11,0,1020,990
"774","23/03/2005",10.4,14.1,18.6,0,5,54,0,0,0,1022,992
"775","24/03/2005",6,12.4,18.4,3.1,7.8,73,0,0,0,1022,992
"776","25/03/2005",9.8,13.1,17,7.1,10.4,84,1,4,0,1019,990
"777","26/03/2005",11.8,13.4,16.2,0,10.5,83,2,13,0,1014,985
"778","27/03/2005",10,11.7,14.2,11.9,10.3,91,2,13,0,1008,979
"779","28/03/2005",8.6,12.3,18,1,9,80,1,5,0,1011,982
"780","29/03/2005",5.2,10.3,15.8,0,7.5,83,2,8,0,1016,986
"781","30/03/2005",4.8,11.2,18.6,0,5.8,69,4,13,0,1014,985
"782","31/03/2005",5.6,13.3,19,0,4.9,57,7,13,0,1016,986
"783","01/04/2005",6.8,10.6,16.2,0,0.7,50,7,21,0,1022,992
"784","02/04/2005",3.4,9.2,15.4,0,0.1,53,5,15,0,1026,996
"785","03/04/2005",0.8,10.7,17.8,0,-1.7,42,3,13,0,1028,998
"786","04/04/2005",0.4,9.9,18.4,0,1.3,55,3,11,0,1029,998
"787","05/04/2005",1.8,10.6,19.4,0,1.6,54,2,8,0,1028,998
"788","06/04/2005",2.4,11.3,19.8,0,0.6,48,2,11,0,1027,997
"789","07/04/2005",2,10.6,19.4,0,3.1,60,8,22,0,1021,991
"790","08/04/2005",2,10.3,16,10,5.6,73,13,24,0,1011,981
"791","09/04/2005",8.8,10.1,12.8,8.1,8.4,89,7,24,0,1005,976
"792","10/04/2005",8,8.8,10.8,6.6,6.7,87,10,26,0,1008,978
"793","11/04/2005",7.2,9.2,12.2,5.6,3.8,69,18,28,0,1010,980
"794","12/04/2005",6.8,10.3,14.4,7.9,3.3,62,10,15,0,1014,985
"795","13/04/2005",2.8,11.2,17.8,0,1.8,52,2,5,0,1011,981
"796","14/04/2005",3,11.2,17,0,5.3,67,3,15,0,1012,982
"797","15/04/2005",5.2,12.6,19.2,0,6.4,66,3,9,0,1012,982
"798","16/04/2005",5.2,8.7,13.4,18,6.4,85,4,18,0,1006,976
"799","17/04/2005",4.6,7,12,1.3,4.1,82,7,22,0,1001,971
"800","18/04/2005",0.6,8.7,17,0,3.9,72,5,13,0,1003,973
"801","19/04/2005",6.6,9.4,15.8,19.1,7.7,89,5,15,0,1006,976
"802","20/04/2005",5.2,10.6,17,3.1,4.1,64,15,34,0,1006,977
"803","21/04/2005",3,9.7,14.6,10,4.6,70,4,15,0,1010,980
"804","22/04/2005",5.2,10.6,17,6.1,1.4,53,3,9,0,1016,986
"805","23/04/2005",2.2,10.4,18.4,10,5.1,70,3,15,0,1019,989
"806","24/04/2005",9,13.9,20.4,0,5.5,57,6,13,0,1018,988
"807","25/04/2005",11.8,13.8,17.4,10,10.1,78,9,17,0,1013,984
"808","26/04/2005",10.2,14.9,20.4,0,7.1,60,8,13,0,1016,987
"809","27/04/2005",4.8,15.1,25.4,0,6.3,56,5,9,0,1020,990
"810","28/04/2005",7.2,16.3,25.4,0,6.6,53,3,11,0,1020,991
"811","29/04/2005",8.6,18.1,27.4,0,9,55,4,11,0,1020,990
"812","30/04/2005",8.2,18.8,28,0,6.9,46,2,8,0,1018,989
"813","01/05/2005",10.8,19.8,27.8,0,9.3,51,4,18,0,1018,989
"814","02/05/2005",8.4,19.1,30.2,0,9.6,54,4,13,0,1021,992
"815","03/05/2005",9.8,18,26.4,0,9.1,56,6,21,0,1021,992
"816","04/05/2005",9.2,17.3,25.2,0,10.7,65,3,11,0,1014,985
"817","05/05/2005",10.8,15.7,22,0,8.4,62,3,9,0,1009,980
"818","06/05/2005",10.6,16.8,22.4,0,6,49,7,18,0,1009,980
"819","07/05/2005",6.8,16.8,25,0,6.7,51,10,29,0,1010,981
"820","08/05/2005",8,15.2,23.2,0,9.7,70,3,11,0,1008,979
"821","09/05/2005",12,17.4,23.8,0,7.4,52,7,15,0,1010,981
"822","10/05/2005",8,13.8,19.2,1,10,78,1,8,0,1013,984
"823","11/05/2005",13.2,15.3,20.2,2,11.3,77,6,15,0,1014,985
"824","12/05/2005",10.8,16.3,21.6,0,3.4,42,8,18,0,1016,987
"825","13/05/2005",9.8,17,25.2,0,6.2,49,2,11,0,1018,988
"826","14/05/2005",10.6,17.2,24.2,0,12.2,72,8,22,0,1016,987
"827","15/05/2005",11.8,16.5,23.2,0,8.7,60,5,13,0,1016,987
"828","16/05/2005",7,16.8,25.4,0,9.2,61,5,18,0,1015,986
"829","17/05/2005",11.8,15.7,21.2,10.9,13.2,85,2,8,0,1012,983
"830","18/05/2005",10.6,14.6,19,15,11.4,81,5,15,0,1010,980
"831","19/05/2005",11.2,16.2,22.2,4.1,6.1,51,6,17,0,1018,988
"832","20/05/2005",6.8,16.4,24.6,0,7.1,54,3,9,0,1022,992
"833","21/05/2005",9,18.7,27.4,0,8.4,51,3,11,0,1019,990
"834","22/05/2005",10.6,19.3,26.8,0,9.5,53,2,8,0,1017,988
"835","23/05/2005",12.6,18,24.8,0,11.1,64,7,15,0,1016,986
"836","24/05/2005",10.4,18.2,24.8,0,9.1,55,4,11,0,1019,990
"837","25/05/2005",10.8,19.4,25,0,6.8,44,8,22,0,1022,993
"838","26/05/2005",11.8,20.5,26.6,0,6.3,40,7,15,0,1021,992
"839","27/05/2005",13.4,22.6,29.8,0,10.3,46,2,8,0,1019,990
"840","28/05/2005",14.2,23.6,32.4,0,10.1,42,1,4,0,1017,989
"841","29/05/2005",15.6,23.8,31.2,0,10.3,42,3,8,0,1017,988
"842","30/05/2005",15.2,23.1,31.2,0,11.3,47,4,13,0,1016,988
"843","31/05/2005",15,23.8,30.4,0,11.5,46,2,8,0,1015,986
"844","01/06/2005",17.8,22.4,26.8,0,13.2,56,8,11,0,1015,987
"845","02/06/2005",17,22.1,28,0,10.1,46,7,11,0,1016,987
"846","03/06/2005",13,22.7,30,0,11.7,50,4,9,0,1016,987
"847","04/06/2005",16.8,22.6,28.2,0,14,58,6,13,0,1016,987
"848","05/06/2005",16.8,23.1,29.2,0,12.8,52,5,15,0,1014,985
"849","06/06/2005",14,19.7,24.2,0,11.7,60,5,11,0,1014,985
"850","07/06/2005",11,19.2,26.4,2,8.7,51,6,15,0,1016,987
"851","08/06/2005",12,15.8,20.2,10,0.8,36,12,17,0,1023,994
"852","09/06/2005",6.6,13,19,0,2.6,49,2,8,0,1022,992
"853","10/06/2005",6,15.6,22.8,0,2.8,42,3,11,0,1018,988
"854","11/06/2005",6.8,16.1,22.8,0,4.9,47,7,13,0,1016,987
"855","12/06/2005",9.8,17.4,24.8,0,8.8,57,7,18,0,1015,986
"856","13/06/2005",10.4,20.7,28.4,0,9.4,48,4,11,0,1014,985
"857","14/06/2005",14,17.4,20.8,8.9,13.3,77,1,4,0,1015,986
"858","15/06/2005",14.8,18.9,25.2,17,14.6,76,2,8,0,1016,987
"859","16/06/2005",14,22.3,28.2,0,12.3,53,6,11,0,1018,989
"860","17/06/2005",16,23.4,29,0,11.8,48,7,15,0,1021,993
"861","18/06/2005",15,24.2,30.2,0,11.7,46,4,13,0,1019,991
"862","19/06/2005",16,23.9,30,0,12.7,50,4,11,0,1016,987
"863","20/06/2005",22.8,26.5,30.2,0,9.2,34,8,15,0,1015,987
"864","21/06/2005",14,24.6,31.6,0,9.7,39,2,5,0,1016,988
"865","22/06/2005",16.2,26.1,33.8,0,11.8,41,3,8,0,1019,990
"866","23/06/2005",18,26.3,32.6,0,15.4,51,9,15,0,1019,991
"867","24/06/2005",17.8,26.1,33,0,14.4,49,6,15,0,1018,989
"868","25/06/2005",17.6,26.2,33.2,0,11.8,41,6,13,0,1017,989
"869","26/06/2005",18.4,27.1,34.2,0,12.9,41,5,13,0,1019,990
"870","27/06/2005",20,28.9,36.2,0,14.1,40,6,13,0,1017,989
"871","28/06/2005",19.2,28.6,36,0,15.2,44,5,17,0,1014,986
"872","29/06/2005",18,28.4,36.6,0,14.3,42,9,17,0,1010,982
"873","30/06/2005",18.4,26.4,33.2,0,14.5,48,8,21,0,1009,980
"874","01/07/2005",17.2,25.3,30.2,0,13.9,49,10,22,0,1009,981
"875","02/07/2005",15,23.6,30.6,0,10.1,42,4,9,0,1014,986
"876","03/07/2005",12.8,23.6,30.8,0,8.6,38,7,15,0,1016,987
"877","04/07/2005",14,24.6,33,0,10.5,41,6,21,0,1013,984
"878","05/07/2005",20.2,23,29.4,0.5,12.3,51,6,22,0,1009,981
"879","06/07/2005",13,23.2,30.4,0,9.4,41,2,8,0,1010,981
"880","07/07/2005",15,23.2,30,0,12.4,51,6,17,0,1009,981
"881","08/07/2005",17,20.4,28.2,4.1,14.9,71,7,18,0,1011,982
"882","09/07/2005",15.8,21.1,28.4,0,12.8,59,5,11,0,1013,985
"883","10/07/2005",14,17.2,24.6,11.9,12.8,75,2,9,0,1016,987
"884","11/07/2005",12.8,19.2,25.2,0,11.1,59,1,4,0,1016,987
"885","12/07/2005",14,21.8,28,0,10.1,47,2,8,0,1017,988
"886","13/07/2005",14.2,21.6,28,0,10.7,50,4,11,0,1018,989
"887","14/07/2005",12.8,23.2,30.6,0,9.7,42,3,11,0,1019,990
"888","15/07/2005",14.2,23.5,32.6,0,9.4,41,4,11,0,1020,991
"889","16/07/2005",14.2,26,33,0,10.9,39,8,22,0,1018,989
"890","17/07/2005",18,27.4,35.2,0,11.9,38,5,13,0,1015,987
"891","18/07/2005",17.2,27.6,35.4,10,12.6,40,5,15,0,1015,987
"892","19/07/2005",20,25.6,31,0.5,17,59,7,13,0,1014,986
"893","20/07/2005",17.2,26.3,34,0,13.9,46,4,9,0,1017,989
"894","21/07/2005",17.8,26.1,33.4,0,12.3,42,3,15,0,1012,984
"895","22/07/2005",16,23.3,31.6,1,14.7,58,2,11,0,1009,980
"896","23/07/2005",18,24.4,30.8,0,14.8,55,4,11,0,1008,980
"897","24/07/2005",16.8,24.1,30.4,0,13.4,51,5,17,0,1011,983
"898","25/07/2005",17,26.4,34.4,0,12.3,42,4,9,0,1012,984
"899","26/07/2005",16,26.6,35.2,0,10.5,36,4,11,0,1011,983
"900","27/07/2005",18.4,28.1,36,0,12.8,39,2,8,0,1013,985
"901","28/07/2005",20,31,39,0,13.3,34,1,8,0,0,0
"902","29/07/2005",20,29.7,40,0,15.2,41,4,29,0,0,0
"903","30/07/2005",19,28.4,38,0,14.4,42,6,21,0,0,0
"904","31/07/2005",17,25.5,34.2,0,10,38,10,31,39,0,0
"905","01/08/2005",14,24.7,34.6,0,8.9,37,3,15,0,0,0
"906","02/08/2005",15,25.6,34.2,0,13.5,47,6,17,0,0,0
"907","03/08/2005",17,19.6,24.8,14,15.9,79,4,22,0,0,0
"908","04/08/2005",16,21.1,27.4,0,11.8,55,5,18,0,0,0
"909","05/08/2005",13,19.3,28,0,8.7,50,2,9,0,1017,988
"910","06/08/2005",11.2,22.8,31.6,0,6.2,34,1,5,0,1013,985
"911","07/08/2005",14.6,21.8,29,0,12.4,55,4,9,0,1007,978
"912","08/08/2005",15,21.7,27.2,0,5.2,34,8,13,0,0,0
"913","09/08/2005",11,21.4,30.6,0,6.4,38,4,15,0,0,0
"914","10/08/2005",15.8,22.8,30.2,0,15.3,63,5,18,0,0,0
"915","11/08/2005",17,22.9,31.2,1,16.9,69,6,18,0,0,0
"916","12/08/2005",16,21.3,28,0.5,15.4,69,4,13,0,0,0
"917","13/08/2005",15,22.2,30.2,0,14.2,61,2,11,0,0,0
"918","14/08/2005",14,22.4,30.2,0,12.1,52,5,18,0,0,0
"919","15/08/2005",13,19.8,27.4,0.5,9.3,51,6,18,0,0,0
"920","16/08/2005",10,19.2,28.4,0,6.3,43,2,9,0,0,0
"921","17/08/2005",13,22.2,31.4,0,8.3,41,3,11,0,0,0
"922","18/08/2005",14,22.7,32,0,9.6,43,3,15,0,0,0
"923","19/08/2005",15,23.2,32,0,12.2,50,4,22,0,0,0
"924","20/08/2005",15,20.9,30.6,1,15.2,70,3,13,0,0,0
"925","21/08/2005",13,16.3,20.6,11.9,12.7,79,2,29,41,0,0
"926","22/08/2005",12,17.9,25,0,11.7,67,4,15,0,0,0
"927","23/08/2005",16,20.3,26.4,0,15.1,72,3,13,0,0,0
"928","24/08/2005",15,20.7,28.2,0,14.1,66,2,22,0,0,0
"929","25/08/2005",14,20.9,27.4,0,14.1,65,4,13,0,0,0
"930","26/08/2005",15,21.5,28,0,14,62,3,11,0,0,0
"931","27/08/2005",15,22.8,30,0,14.6,60,3,11,0,0,0
"932","28/08/2005",18,19.8,22,14,16.9,83,1,5,0,0,0
"933","29/08/2005",18,23.3,30,0,14.6,58,5,13,0,0,0
"934","30/08/2005",17,24,31,0,14.9,57,3,11,0,0,0
"935","31/08/2005",16,23.6,30.6,0,14.6,57,5,13,0,0,0
"936","01/09/2005",15,22.7,30.2,0,14.5,60,2,9,0,0,0
"937","02/09/2005",16,23.3,32,0,13.9,56,0,4,0,0,0
"938","03/09/2005",16,21.1,32.4,6.1,16.3,74,1,11,0,0,0
"939","04/09/2005",16,21.1,28,0,14.7,67,3,11,0,0,0
"940","05/09/2005",13,19,26.4,0,10.2,57,3,9,0,0,0
"941","06/09/2005",12,20.7,27.6,0,10.9,53,2,11,0,0,0
"942","07/09/2005",14,18.4,22.8,4.1,15.3,82,1,8,0,0,0
"943","08/09/2005",9,17.7,22.2,1,14.8,83,1,13,0,0,0
"944","09/09/2005",16,16.8,19,29,15.7,93,2,21,0,0,0
"945","10/09/2005",14,18.4,26.4,0,15.3,82,1,8,0,0,0
"946","11/09/2005",13,18.8,26,0,13.8,73,8,28,0,0,0
"947","12/09/2005",12,17.4,25.2,4.1,13.6,78,3,26,48,0,0
"948","13/09/2005",10.8,17.9,25.8,0,11,64,1,5,0,0,0
"949","14/09/2005",11,18.3,26.4,0,11.3,64,1,13,0,0,0
"950","15/09/2005",11,18.2,26.8,0,11.4,64,2,8,0,0,0
"951","16/09/2005",11,18.2,25.2,0,12.6,70,2,11,0,0,0
"952","17/09/2005",14,18.4,24.2,3.1,14.9,80,5,18,0,0,0
"953","18/09/2005",13,15.8,19,9.9,12.7,82,3,9,0,0,0
"954","19/09/2005",12,14.5,17.8,10,11.1,80,2,8,0,0,0
"955","20/09/2005",11,15.7,20.8,0,9.3,66,3,8,0,0,0
"956","21/09/2005",11,14.8,18.4,0,9.3,70,4,13,0,0,0
"957","22/09/2005",9,15.2,21.2,0,9.7,70,4,15,0,0,0
"958","23/09/2005",8,15.1,21.8,0,10.3,73,1,8,0,0,0
"959","24/09/2005",8,15.7,23.2,0,9.6,67,1,5,0,0,0
"960","25/09/2005",9,16.5,24.2,0,10.6,68,1,5,0,0,0
"961","26/09/2005",10,16.9,25.2,0,10.9,68,0,0,0,0,0
"962","27/09/2005",10,17.6,24.6,0,12.8,73,2,13,0,1023,993
"963","28/09/2005",11,16.2,23.2,0,13.1,82,1,9,0,0,0
"964","29/09/2005",10.8,16.7,22.4,0,13.1,79,2,9,0,1018,989
"965","30/09/2005",10,15.4,21.4,0,6.1,54,7,15,0,0,0
"966","01/10/2005",8,13.8,20,0,5.6,58,2,9,0,0,0
"967","02/10/2005",7,12.7,21,0.5,9.9,83,4,24,0,0,0
"968","03/10/2005",8,11.2,14,6.1,10.4,95,1,18,0,0,0
"969","04/10/2005",9.8,13.1,18.6,0.5,9.8,80,2,15,0,0,0
"970","05/10/2005",11,13.8,17.4,1,11.3,85,1,5,0,0,0
"971","06/10/2005",8,13.7,19.6,0.8,9.9,78,3,15,0,0,0
"972","07/10/2005",10.6,13.7,16.6,2,12.2,91,1,9,0,0,0
"973","08/10/2005",13,13.7,15.2,27.9,13,96,0,2,0,0,0
"974","09/10/2005",11,14.7,20,0,10.2,74,4,13,0,0,0
"975","10/10/2005",8,13.2,19.8,0,8.1,71,5,17,0,0,0
"976","11/10/2005",9,13.9,19.6,0,8.3,69,2,8,0,0,0
"977","12/10/2005",9,13.8,20,0,6.9,63,2,8,0,0,0
"978","13/10/2005",5.6,13.2,19.6,0,8.8,75,1,5,0,0,0
"979","14/10/2005",11,15.1,20.4,0,11.4,79,0,5,0,0,0
"980","15/10/2005",7.8,13.8,21,0,8,68,1,8,0,0,0
"981","16/10/2005",5,11.1,18,0,8,81,0,0,0,0,0
"982","17/10/2005",6.6,12.7,19.8,0,6.4,65,6,15,0,0,0
"983","18/10/2005",8.6,12.5,18.2,0,3.8,55,6,13,0,0,0
"984","19/10/2005",8.6,11.3,12.8,2,9.6,89,0,0,0,0,0
"985","20/10/2005",12,15.2,18,69.1,14.7,97,2,5,0,0,0
"986","21/10/2005",14,15.3,16.4,15.8,14.7,96,0,0,0,0,0
"987","22/10/2005",13.8,16.1,21,1,14.8,92,2,9,0,0,0
"988","23/10/2005",12,15.9,21,0,14.1,89,1,9,0,0,0
"989","24/10/2005",11.8,15,20,0,13.6,91,2,11,0,0,0
"990","25/10/2005",9,13.2,19.4,0,12.3,94,1,8,0,0,0
"991","26/10/2005",10,14.1,19.2,0,13,93,0,0,0,0,0
"992","27/10/2005",7,11.6,18.4,0,10.6,94,1,5,0,0,0
"993","28/10/2005",7,10.8,17.2,0,10,95,0,0,0,0,0
"994","29/10/2005",7,9.9,14.2,0,9.6,98,0,0,0,1025,995
"995","30/10/2005",7.2,9.8,16,0,9.1,95,0,0,0,1025,995
"996","31/10/2005",6.6,11.9,16.8,0,10.6,92,0,4,0,1023,993
"997","01/11/2005",11,13.7,16.4,21.8,13.5,99,1,9,0,0,0
"998","02/11/2005",9,12.9,17.2,0,12.6,98,0,4,0,0,0
"999","03/11/2005",7,10.3,16.4,0,9.7,96,0,0,0,1024,994
"1000","04/11/2005",9.6,11.9,16.8,0,11.1,95,1,9,0,1024,994
"1001","05/11/2005",9,13.6,17.2,10,12.7,94,0,0,0,0,0
"1002","06/11/2005",14,15.4,18,43.9,14.2,93,3,15,0,0,0
"1003","07/11/2005",12,13.3,16.2,0,12.2,93,0,5,0,0,0
"1004","08/11/2005",8,12.6,18.6,0,10.3,86,1,9,0,0,0
"1005","09/11/2005",5,10.7,17.2,0,8.6,87,0,5,0,0,0
"1006","10/11/2005",5,10.1,18,0,7.9,86,0,0,0,0,0
"1007","11/11/2005",2.8,8,16.2,0,6.2,88,0,0,0,1030,1000
"1008","12/11/2005",3.8,7.2,10.2,0,7,99,0,4,0,0,0
"1009","01/12/2005",1,4.9,8,0,2.7,86,0,5,0,0,0
"1010","02/12/2005",-1.2,4.9,11,10,2.7,86,7,26,0,0,0
"1011","03/12/2005",7,9.9,13,38.9,7.8,87,15,41,65,0,0
"1012","04/12/2005",6.6,10.2,14,10,6.3,77,12,28,52,0,0
"1013","05/12/2005",8,10.7,14.4,10.9,7.7,82,11,34,0,0,0
"1014","06/12/2005",5.8,7.5,9.4,10.4,5.1,85,7,24,0,0,0
"1015","07/12/2005",0.4,5,9.6,10,2.2,82,3,29,0,0,0
"1016","08/12/2005",-1.6,1.7,4.2,0,1.3,97,0,4,0,0,0
"1017","09/12/2005",2.2,5.6,8,15.8,2.6,81,8,17,31,0,0
"1018","10/12/2005",5,5.9,7.4,0,-3.3,52,25,34,0,1028,997
"1019","11/12/2005",4.4,5.1,6.2,0,-2.2,59,30,37,0,1027,996
"1020","12/12/2005",2.6,5.2,6.4,2,0.9,74,8,18,0,1023,992
"1021","13/12/2005",0.8,5.4,10.4,0,1.2,74,8,24,0,1022,992
"1022","14/12/2005",5.8,7.7,10.8,0,-0.4,56,11,17,0,1013,983
"1023","15/12/2005",-1.4,4.6,7.2,0,-2.3,61,7,15,0,1015,985
"1024","16/12/2005",-3.6,2.9,5.2,1,1.7,92,1,5,0,0,0
"1025","17/12/2005",2.6,5.7,8,2,3.8,88,3,17,0,0,0
"1026","18/12/2005",-4,0.6,6.2,0,-8.8,49,2,13,0,0,0
"1027","19/12/2005",-7.6,-2.5,2.6,0,-6.5,74,0,0,0,0,0
"1028","20/12/2005",-4.4,0.5,7,0,-4.1,71,0,0,0,0,0
